beaconcount,second
6.828571429,87.60000000000001
7.128571429,87.7
6.828571429,87.80000000000001
7.428571429,87.9
7.185714286,88.0
7.228571429,88.10000000000001
7.128571429,88.2
7.285714286,88.30000000000001
7.228571429,88.4
7.4,88.5
6.957142857,88.60000000000001
6.757142857,88.7
6.7,88.80000000000001
6.771428571,88.9
6.871428571,89.0
7.0,89.10000000000001
7.057142857,89.2
6.885714286,89.30000000000001
6.728571429,89.4
6.842857143,89.5
6.5,89.60000000000001
6.771428571,89.7
7.071428571,89.80000000000001
7.071428571,89.9
6.728571429,90.0
6.728571429,90.10000000000001
6.885714286,90.2
6.914285714,90.30000000000001
7.1,90.4
6.957142857,90.5
6.471428571,90.60000000000001
7.1,90.7
6.742857143,90.80000000000001
7.214285714,90.9
6.657142857,91.0
6.671428571,91.10000000000001
6.614285714,91.2
6.7,91.30000000000001
6.971428571,91.4
7.0,91.5
7.1,91.60000000000001
7.014285714,91.7
6.914285714,91.80000000000001
6.771428571,91.9
6.471428571,92.0
6.985714286,92.10000000000001
5.942857143,92.2
5.785714286,92.30000000000001
5.5,92.4
5.857142857,92.5
5.514285714,92.60000000000001
5.385714286,92.7
5.657142857,92.80000000000001
5.714285714,92.9
5.771428571,93.0
6.014285714,93.10000000000001
6.114285714,93.2
5.785714286,93.30000000000001
5.857142857,93.4
5.571428571,93.5
6.071428571,93.60000000000001
5.757142857,93.7
5.9,93.80000000000001
6.042857143,93.9
6.014285714,94.0
5.285714286,94.10000000000001
6.142857143,94.2
5.685714286,94.30000000000001
5.928571429,94.4
6.042857143,94.5
5.857142857,94.60000000000001
6.285714286,94.7
5.857142857,94.80000000000001
5.814285714,94.9
6.042857143,95.0
5.957142857,95.10000000000001
5.671428571,95.2
5.757142857,95.30000000000001
5.757142857,95.4
5.885714286,95.5
5.714285714,95.60000000000001
5.885714286,95.7
5.442857143,95.80000000000001
5.471428571,95.9
4.942857143,96.0
5.571428571,96.10000000000001
5.785714286,96.2
5.5,96.30000000000001
5.585714286,96.4
5.742857143,96.5
5.385714286,96.60000000000001
5.8,96.7
5.428571429,96.80000000000001
6.114285714,96.9
5.871428571,97.0
5.771428571,97.10000000000001
5.571428571,97.2
5.5,97.30000000000001
5.671428571,97.4
5.328571429,97.5
5.6,97.60000000000001
5.785714286,97.7
2.1,97.80000000000001
