filtered_rssi,est_dist
-70.1473878496688,2.22
-70.11607087075096,2.22
-70.12486609710712,2.9
-70.10372336428232,2.37
-70.09274115361393,2.54
-70.14156910248936,3.78
-70.14016046911442,2.71
-70.16861629148855,3.31
-70.17688868085347,2.9
-70.16517846702718,2.54
-70.14363462673893,2.37
-70.14220544139435,2.71
-70.11094004327364,2.22
-70.13968660613371,3.31
-70.12834656061375,2.54
-70.11711935059458,2.54
-70.17565485419158,4.04
-70.21370763383634,3.53
-70.21158121247437,2.71
-70.20947594937988,2.71
-70.18749135082672,2.37
-70.17567564413018,2.54
-70.18387778765707,2.9
-70.16214789654867,2.37
-70.14063422158196,2.37
-70.18898559147686,3.78
-70.16720487899484,2.37
-70.16554116713559,2.71
-70.1937444269193,3.31
-70.20176678183091,2.9
-70.19975917438904,2.71
-70.18782140465335,2.54
-70.24565338408375,4.04
-70.27305951245435,3.31
-70.3001929453801,3.31
-70.30715612165409,2.9
-70.34390042435616,3.53
-70.32057829445641,2.37
-70.34723890638102,3.31
-70.31393342286539,2.22
-70.29090947032239,2.37
-70.3377655610828,3.78
-70.33440474791885,2.71
-70.3310773753727,2.71
-70.35763351651326,3.31
-70.37397528485307,3.09
-70.41005471980134,3.53
-70.44577515880444,3.53
-70.43138950154581,2.54
-70.42709711807295,2.71
-70.48254824912293,4.04
-70.45784656156061,2.37
-70.4433407932839,2.54
-70.43892949317005,2.71
-70.46441248638118,3.31
-70.42994112053704,2.22
-70.4057628830145,2.37
-70.43157588715096,3.31
-70.40738138425337,2.37
-70.4331782832823,3.31
-70.46866863181573,3.53
-70.46400531691972,2.71
-70.4295380061961,2.22
-70.39541365025617,2.22
-70.44122989170752,3.78
-70.45673985964942,3.09
-70.45219523793251,2.71
-70.4078953099267,2.08
-70.47348761749687,4.31
-70.46877635356753,2.71
-70.46411196739038,2.71
-70.43959373055415,2.37
-70.40536932280902,2.22
-70.43118623729478,3.31
-70.4766465310854,3.78
-70.49180409693591,3.09
-70.46701032120275,2.37
-70.49221389857502,3.31
-70.5370669572099,3.78
-70.53172307111346,2.71
-70.516482227434,2.54
-70.54119355187906,3.31
-70.51590834618435,2.37
-70.52072512093012,2.9
-70.4856934496407,2.22
-70.45101034833976,2.22
-70.4863232547312,3.53
-70.47153414609741,2.54
-70.5265430959501,4.04
-70.55115431165439,3.31
-70.5456702551036,2.71
-70.54024076566768,2.71
-70.51496504253123,2.37
-70.48994081629468,2.37
-70.50496609963449,3.09
-70.51984187935828,3.09
-70.50471925716211,2.54
-70.54944787845608,3.78
-70.55393092995561,2.9
-70.51856886081342,2.22
-70.53330929079064,3.09
-70.48820228179592,2.08
-70.45349422183816,2.22
-70.46888215252373,3.09
-70.48411697123126,3.09
-70.44944956129072,2.22
-70.47482786455357,3.31
-70.49995365030264,3.31
-70.47507879185073,2.37
-70.50020208055267,3.31
-70.52507538918275,3.31
-70.53975107739147,3.09
-70.4945799747386,2.08
-70.45980845814034,2.22
-70.47513356040557,3.09
-70.49030617587233,3.09
-70.44562705721057,2.08
-70.47104339337888,3.31
-70.48625670630793,3.09
-70.50131864476603,3.09
-70.4565299514776,2.08
-70.47188767479153,3.09
-70.48709258673833,3.09
-70.47229582646882,2.54
-70.44769616883367,2.37
-70.40344102695478,2.08
-70.41932699148613,3.09
-70.42510476163852,2.9
-70.46067542296255,3.53
-70.4859420246823,3.31
-70.45125645938539,2.22
-70.4368162735923,2.54
-70.4125696427639,2.37
-70.37861414233902,2.22
-70.39474713704747,3.09
-70.41071960636062,3.09
-70.41658302089816,2.9
-70.40248784050345,2.54
-70.37858278241603,2.37
-70.39471608889772,3.09
-70.40073874038464,2.9
-70.4365518451351,3.53
-70.45210835196774,3.09
-70.40780931104202,2.08
-70.37390117768669,2.22
-70.41993144553052,3.78
-70.37595256925658,2.08
-70.40206217263145,3.31
-70.3980616032404,2.71
-70.35430033500222,2.08
-70.31097449701663,2.08
-70.278029882901,2.22
-70.30511382903445,3.31
-70.32197816026286,3.09
-70.33867468922935,3.09
-70.35520508558913,3.09
-70.36162087629143,2.9
-70.36797282905343,2.9
-70.32451094882234,2.08
-70.3511324020707,3.31
-70.32773833840723,2.37
-70.37422793059179,3.78
-70.42025494538633,3.78
-70.42602348169852,2.9
-70.46158499813001,3.53
-70.46694229519181,2.9
-70.4821964123581,3.09
-70.43759799385094,2.08
-70.44319396459568,2.9
-70.45868438056003,3.09
-70.42427003578234,2.22
-70.44989887297699,3.31
-70.47527269997629,3.31
-70.5003940541654,3.31
-70.5252654476821,3.31
-70.52998911617411,2.9
-70.53466578356367,2.9
-70.53929591751793,2.9
-70.50407947823699,2.22
-70.47916357269206,2.37
-70.48434596060032,2.9
-70.48947678309068,2.9
-70.44480592499936,2.08
-70.40057954761612,2.08
-70.4065438564188,2.9
-70.41244881959231,2.9
-70.36854439963685,2.08
-70.41462796451306,3.78
-70.45030286650204,3.53
-70.39607166861653,1.94
-70.3722304546794,2.37
-70.32872621275588,2.08
-70.33540547120494,2.9
-70.31216789362422,2.37
-70.32896203492345,3.09
-70.31573869589062,2.54
-70.29269680526322,2.37
-70.26988418436142,2.37
-70.22739830097923,2.08
-70.18533515750697,2.08
-70.17354092398621,2.54
-70.12206354280403,1.94
-70.16064949698199,3.53
-70.16900113976368,2.9
-70.18721980806305,3.09
-70.17540682208406,2.54
-70.14381112600363,2.22
-70.11252981108639,2.22
-70.11141012535646,2.71
-70.10035145526273,2.54
-70.10930307107229,2.9
-70.11816561717573,2.9
-70.156790355896,3.53
-70.15523027220134,2.71
-70.17358596222006,3.09
-70.15195850946911,2.37
-70.12059612726948,2.22
-70.16914680729998,3.78
-70.18736402600189,3.09
-70.1357491039178,1.94
-70.20404926044667,4.31
-70.38112120008832,8.96
-70.337528495231,2.08
-70.29436954327389,2.08
-70.27154027888001,2.37
-70.30863892018536,3.53
-70.36526867587982,4.04
-70.33178383100942,2.22
-70.29863216455735,2.22
-70.35536148863432,4.04
-70.33192534681778,2.37
-70.30872239755915,2.37
-70.37530144770813,4.31
-70.3815172765367,2.9
-70.4075715075451,3.31
-70.41346624523155,2.9
-70.3894519538773,2.37
-70.4353274842488,3.78
-70.41109567084995,2.37
-70.37715484183151,2.22
-70.42315272994941,3.78
-70.40899218210915,2.54
-70.4148727838884,2.9
-70.43064499813259,3.09
-70.46616052723924,3.53
-70.47147229682116,2.9
-70.46678108844891,2.71
-70.42233605748334,2.08
-70.36838313498197,1.94
-70.3945680521869,3.31
-70.38069192551504,2.54
-70.33710349255665,2.08
-70.32379914545447,2.54
-70.36037780405708,3.53
-70.3169914991913,2.08
-70.30388726895261,2.54
-70.27101317715429,2.22
-70.27826668727013,2.9
-70.30534827433331,3.31
-70.29235989565426,2.54
-70.23970025242869,1.94
-70.19751470439012,2.08
-70.16569903297493,2.22
-70.12424980635178,2.08
-70.07326287960518,1.94
-70.08248402990907,2.9
-70.06176305325029,2.37
-70.07109862826076,2.9
-70.03059068755151,2.08
-70.08003693194968,3.78
-70.12899118001857,3.78
-70.1376578267483,2.9
-70.15618836436359,3.09
-70.1347340203892,2.37
-70.09359289962093,2.08
-70.10261176366161,2.9
-70.18119176456392,4.61
-70.26894000970812,4.93
-70.2662640229686,2.71
-70.22381416226185,2.08
-70.22158718335025,2.71
-70.17958186280191,2.08
-70.13799450045485,2.08
-70.15652168808514,3.09
-70.1848146529616,3.31
-70.1630754738835,2.37
-70.12165235219908,2.08
-70.07069127068443,1.94
-70.13963875924,4.31
-70.09844883581734,2.08
-70.05766875729078,2.08
-70.11679569637919,4.04
-70.18528444009118,4.31
-70.21329121194825,3.31
-70.17136843743967,2.08
-70.13981292485343,2.22
-70.14837189383104,2.9
-70.21654645038214,4.31
-70.26414241143439,3.78
-70.27146428646833,2.9
-70.28866343298968,3.09
-70.36539219620643,4.61
-70.36175649815888,2.71
-70.35815697576201,2.71
-70.31479276884002,2.08
-70.37136129175228,4.04
-70.36766620045925,2.71
-70.36400787578708,2.71
-70.43003682726393,4.31
-70.4556082822078,3.31
-70.43117467272732,2.37
-70.39703405567052,2.22
-70.40303364221597,2.9
-70.36917303193832,2.22
-70.44510071447193,4.61
-70.44067190670546,2.71
-70.40643679099908,2.22
-70.41234281914952,2.9
-70.457990581749,3.78
-70.53303451852247,4.61
-70.49788038329125,2.22
-70.5426770364205,3.78
-70.49747683189746,2.08
-70.55222762544439,4.04
-70.54673289152223,2.71
-70.52139258081715,2.37
-70.4963044093739,2.37
-70.45156561830527,2.08
-70.41722210883911,2.22
-70.4727714468909,4.04
-70.53771818711269,4.31
-70.60201869914448,4.31
-70.59602853781664,2.71
-70.59009797934335,2.71
-70.57427630563843,2.54
-70.59841255968483,3.31
-70.5526577797806,2.08
-70.50735826565979,2.08
-70.56201073765007,4.04
-70.61611941070787,4.04
-70.61993907056669,2.9
-70.58392022422713,2.22
-70.59801039504246,3.09
-70.55225961674465,2.08
-70.59651518963535,3.78
-70.60052991394384,2.9
-70.5647041911486,2.22
-70.61878606398473,4.04
-70.67232981542209,4.04
-70.66564004970245,2.71
-70.63911659794479,2.37
-70.68250793299879,3.78
-70.63591639365403,2.08
-70.64948919607556,3.09
-70.6529768223955,2.9
-70.62657937133844,2.37
-70.68004557837462,4.04
-70.74292991498322,4.31
-70.73553766944919,2.71
-70.69836860262842,2.22
-70.75112049783006,4.04
-70.80334750507761,4.04
-70.86500497208888,4.31
-70.83649781444333,2.37
-70.8082743065812,2.37
-70.82013212621543,3.09
-70.82192183404588,2.9
-70.78389323399846,2.22
-70.77609339832178,2.71
-70.72857067192678,2.08
-70.7909721777598,4.31
-70.76320165568033,2.37
-70.82525857889193,4.31
-70.77724665280962,2.08
-70.85906407656681,4.93
-70.86046640662379,2.9
-70.92155553339721,4.31
-70.93228619065881,3.09
-70.92300982651469,2.71
-70.86407513829438,1.94
-70.87537773267215,3.09
-70.93631848987945,4.31
-70.94690225387717,3.09
-70.94743058308889,2.9
-70.91810328032692,2.37
-70.93881841294647,3.31
-70.90957680235535,2.37
-70.97017727453567,4.31
-71.03017476444084,4.31
-71.02987452176252,2.9
-70.97982664148957,2.08
-70.99992761894693,3.31
-70.97007796412055,2.37
-70.9206250670742,2.08
-70.9612153576137,3.78
